IDX	TRD	TIMESTAMP (MS)	VOLUME	PRICE
667	16	1534103046000	3.183841	6248.73
668	39	1534103047000	9.584523	6245.26
669	24	1534103048000	3.068612	6245.99
670	161	1534103049000	87.325994	6231.89
671	42	1534103050000	7.855054	6238.80
672	23	1534103051000	4.467047	6237.12
673	25	1534103052000	2.366513	6236.25
674	26	1534103053000	0.774742	6238.33
675	30	1534103054000	5.687035	6239.77
676	24	1534103055000	4.551313	6239.91
677	20	1534103056000	3.197614	6237.73
678	12	1534103057000	0.483490	6234.33
679	15	1534103058000	0.688634	6234.50
680	30	1534103059000	5.797464	6232.69
681	100	1534103060000	85.576621	6222.56
682	34	1534103061000	2.515648	6226.96
683	23	1534103062000	0.678655	6222.70
684	41	1534103063000	7.500455	6216.73
685	30	1534103064000	2.250815	6221.23
686	31	1534103065000	7.508342	6217.98
687	19	1534103066000	4.246165	6223.06
688	15	1534103067000	1.517802	6227.48
689	43	1534103068000	37.830636	6215.27
690	27	1534103069000	15.282787	6216.93
691	15	1534103070000	8.054608	6222.90
692	24	1534103071000	6.673648	6229.57
693	12	1534103072000	1.963059	6233.94
